1, private, terralith:alpha_islands, MONSTER, minecraft:spider, 80, 4, 4
1821, forest, terralith:moonlight_valley, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1822, forest, terralith:moonlight_valley, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1823, forest, terralith:moonlight_valley, CREATURE, minecraft:sheep, 12, 4, 4
1824, forest, terralith:moonlight_valley, CREATURE, minecraft:chicken, 10, 4, 4
1825, forest, terralith:moonlight_valley, CREATURE, minecraft:cow, 8, 4, 4
1826, forest, terralith:moonlight_valley, CREATURE, minecraft:rabbit, 5, 2, 3
1827, forest, terralith:moonlight_valley, CREATURE, naturalist:bear, 8, 1, 2
1828, forest, terralith:moonlight_valley, CREATURE, naturalist:boar, 15, 4, 4
1829, forest, terralith:moonlight_valley, CREATURE, naturalist:butterfly, 20, 3, 5
1830, forest, terralith:moonlight_valley, CREATURE, naturalist:cardinal, 8, 1, 4
1831, forest, terralith:moonlight_valley, CREATURE, naturalist:deer, 8, 1, 3
1832, forest, terralith:moonlight_valley, CREATURE, naturalist:finch, 8, 1, 4
1833, forest, terralith:moonlight_valley, CREATURE, minecraft:fox, 6, 2, 4
1834, forest, terralith:moonlight_valley, CREATURE, naturalist:lizard, 15, 1, 2
1835, forest, terralith:moonlight_valley, CREATURE, minecraft:rabbit, 6, 2, 3
1836, forest, terralith:moonlight_valley, CREATURE, naturalist:robin, 8, 1, 4
1837, forest, terralith:moonlight_valley, CREATURE, naturalist:snail, 5, 1, 3
1838, forest, terralith:moonlight_valley, CREATURE, naturalist:snake, 5, 1, 1
1839, forest, terralith:moonlight_valley, AMBIENT, minecraft:bat, 10, 8, 8
1840, forest, terralith:moonlight_valley, AMBIENT, naturalist:firefly, 80, 2, 3
1841, forest, terralith:moonlight_valley, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1842, private, terralith:mountain_steppe, MONSTER, minecraft:spider, 80, 4, 4
1843, private, terralith:mountain_steppe, MONSTER, minecraft:zombie, 80, 4, 4
1844, private, terralith:mountain_steppe, MONSTER, minecraft:zombie_villager, 5, 1, 1
1845, private, terralith:mountain_steppe, MONSTER, minecraft:skeleton, 80, 4, 4
1846, private, terralith:mountain_steppe, MONSTER, minecraft:creeper, 80, 4, 4
1847, private, terralith:mountain_steppe, MONSTER, minecraft:slime, 80, 4, 4
1848, private, terralith:mountain_steppe, MONSTER, minecraft:enderman, 10, 1, 4
1849, private, terralith:mountain_steppe, MONSTER, minecraft:witch, 5, 1, 1
1850, private, terralith:mountain_steppe, CREATURE, minecraft:sheep, 12, 4, 4
1851, private, terralith:mountain_steppe, CREATURE, minecraft:pig, 10, 4, 4
1852, private, terralith:mountain_steppe, CREATURE, minecraft:chicken, 10, 4, 4
1853, private, terralith:mountain_steppe, CREATURE, minecraft:cow, 8, 4, 4
1854, private, terralith:mountain_steppe, CREATURE, minecraft:horse, 5, 1, 3
1855, private, terralith:mountain_steppe, CREATURE, minecraft:donkey, 5, 1, 3
1856, private, terralith:mountain_steppe, CREATURE, naturalist:bluejay, 8, 1, 4
1857, private, terralith:mountain_steppe, CREATURE, naturalist:canary, 8, 1, 4
1858, private, terralith:mountain_steppe, CREATURE, naturalist:robin, 8, 1, 4
1859, private, terralith:mountain_steppe, CREATURE, naturalist:snail, 5, 1, 3
1860, private, terralith:mountain_steppe, AMBIENT, minecraft:bat, 10, 8, 8
1861, private, terralith:mountain_steppe, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1862, private, minecraft:mushroom_fields, CREATURE, minecraft:mooshroom, 8, 2, 4
1863, private, minecraft:mushroom_fields, CREATURE, creeperoverhaul:mushroom_creeper, 10, 1, 2
1864, private, minecraft:mushroom_fields, CREATURE, naturalist:snail, 5, 1, 3
1865, private, minecraft:mushroom_fields, AMBIENT, minecraft:bat, 10, 8, 8
1866, private, minecraft:mushroom_fields, AMBIENT, naturalist:firefly, 80, 2, 3
1867, private, minecraft:mushroom_fields, AMBIENT, endermanoverhaul:mushroom_fields_enderman, 5, 1, 2
1868, private, minecraft:mushroom_fields, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1869, nether, minecraft:nether_wastes, MONSTER, minecraft:ghast, 50, 4, 4
1870, nether, minecraft:nether_wastes, MONSTER, minecraft:zombified_piglin, 80, 4, 4
1871, nether, minecraft:nether_wastes, MONSTER, minecraft:magma_cube, 5, 4, 4
1872, nether, minecraft:nether_wastes, MONSTER, minecraft:piglin, 15, 4, 4
1873, nether, minecraft:nether_wastes, MONSTER, majruszsdifficulty:cerberus, 5, 1, 1
1874, nether, minecraft:nether_wastes, MONSTER, endermanoverhaul:nether_wastes_enderman, 5, 4, 4
1875, nether, minecraft:nether_wastes, CREATURE, minecraft:strider, 60, 1, 2
1876, ocean, minecraft:ocean, MONSTER, minecraft:spider, 80, 4, 4
1877, ocean, minecraft:ocean, MONSTER, minecraft:zombie, 80, 4, 4
1878, ocean, minecraft:ocean, MONSTER, minecraft:zombie_villager, 5, 1, 1
1879, ocean, minecraft:ocean, MONSTER, minecraft:skeleton, 80, 4, 4
1880, ocean, minecraft:ocean, MONSTER, minecraft:creeper, 80, 4, 4
1881, ocean, minecraft:ocean, MONSTER, minecraft:slime, 80, 4, 4
1882, ocean, minecraft:ocean, MONSTER, minecraft:enderman, 10, 1, 4
1883, ocean, minecraft:ocean, MONSTER, minecraft:witch, 5, 1, 1
1884, ocean, minecraft:ocean, MONSTER, minecraft:drowned, 5, 1, 1
1885, ocean, minecraft:ocean, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
1886, ocean, minecraft:ocean, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1887, ocean, minecraft:ocean, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1888, ocean, minecraft:ocean, AMBIENT, minecraft:bat, 10, 8, 8
1889, ocean, minecraft:ocean, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1890, ocean, minecraft:ocean, WATER_CREATURE, minecraft:squid, 5, 1, 4
1891, ocean, minecraft:ocean, WATER_CREATURE, minecraft:dolphin, 5, 1, 2
1892, ocean, minecraft:ocean, WATER_AMBIENT, minecraft:cod, 10, 3, 6
1893, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:spider, 80, 4, 4
1894, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie, 80, 4, 4
1895, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:zombie_villager, 5, 1, 1
1896, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:skeleton, 80, 4, 4
1897, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:creeper, 80, 4, 4
1898, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:slime, 80, 4, 4
1899, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:enderman, 10, 1, 4
1900, forest, minecraft:old_growth_birch_forest, MONSTER, minecraft:witch, 5, 1, 1
1901, forest, minecraft:old_growth_birch_forest, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
1902, forest, minecraft:old_growth_birch_forest, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1903, forest, minecraft:old_growth_birch_forest, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1904, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:sheep, 12, 2, 2
1905, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:chicken, 10, 2, 2
1906, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:cow, 8, 2, 2
1907, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:bear, 8, 1, 2
1908, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:boar, 15, 4, 4
1909, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:butterfly, 20, 3, 5
1910, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:cardinal, 8, 1, 4
1911, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:deer, 8, 1, 3
1912, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:finch, 8, 1, 4
1913, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:fox, 6, 2, 4
1914, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:lizard, 15, 1, 2
1915, forest, minecraft:old_growth_birch_forest, CREATURE, minecraft:rabbit, 6, 2, 3
1916, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:robin, 8, 1, 4
1917, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:snail, 5, 1, 3
1918, forest, minecraft:old_growth_birch_forest, CREATURE, naturalist:snake, 5, 1, 1
1919, forest, minecraft:old_growth_birch_forest, AMBIENT, minecraft:bat, 10, 8, 8
1920, forest, minecraft:old_growth_birch_forest, AMBIENT, naturalist:firefly, 80, 2, 3
1921, forest, minecraft:old_growth_birch_forest, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1922, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:spider, 80, 4, 4
1923, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie, 80, 4, 4
1924, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:zombie_villager, 25, 1, 1
1925, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
1926, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:slime, 80, 4, 4
1927, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:enderman, 10, 1, 4
1928, taiga, minecraft:old_growth_pine_taiga, MONSTER, minecraft:witch, 5, 1, 1
1929, taiga, minecraft:old_growth_pine_taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1930, taiga, minecraft:old_growth_pine_taiga, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
1931, taiga, minecraft:old_growth_pine_taiga, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1932, taiga, minecraft:old_growth_pine_taiga, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
1933, taiga, minecraft:old_growth_pine_taiga, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1934, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:sheep, 12, 4, 4
1935, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:pig, 10, 4, 4
1936, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:chicken, 10, 4, 4
1937, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:cow, 8, 4, 4
1938, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 8, 2, 2
1939, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
1940, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:fox, 8, 1, 2
1941, taiga, minecraft:old_growth_pine_taiga, CREATURE, minecraft:wolf, 8, 4, 4
1942, taiga, minecraft:old_growth_pine_taiga, CREATURE, naturalist:bear, 8, 1, 2
1943, taiga, minecraft:old_growth_pine_taiga, CREATURE, naturalist:bluejay, 8, 1, 4
1944, taiga, minecraft:old_growth_pine_taiga, AMBIENT, minecraft:bat, 10, 8, 8
1945, taiga, minecraft:old_growth_pine_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1946, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:spider, 80, 4, 4
1947, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie, 80, 4, 4
1948, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:zombie_villager, 5, 1, 1
1949, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:skeleton, 80, 4, 4
1950, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:slime, 80, 4, 4
1951, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:enderman, 10, 1, 4
1952, taiga, minecraft:old_growth_spruce_taiga, MONSTER, minecraft:witch, 5, 1, 1
1953, taiga, minecraft:old_growth_spruce_taiga, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1954, taiga, minecraft:old_growth_spruce_taiga, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
1955, taiga, minecraft:old_growth_spruce_taiga, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1956, taiga, minecraft:old_growth_spruce_taiga, MONSTER, creeperoverhaul:spruce_creeper, 75, 2, 2
1957, taiga, minecraft:old_growth_spruce_taiga, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1958, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:sheep, 12, 4, 4
1959, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:pig, 10, 4, 4
1960, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:chicken, 10, 4, 4
1961, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:cow, 8, 4, 4
1962, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:wolf, 8, 4, 4
1963, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:rabbit, 5, 2, 3
1964, taiga, minecraft:old_growth_spruce_taiga, CREATURE, minecraft:fox, 8, 1, 2
1965, taiga, minecraft:old_growth_spruce_taiga, CREATURE, naturalist:bear, 8, 1, 2
1966, taiga, minecraft:old_growth_spruce_taiga, CREATURE, naturalist:bluejay, 8, 1, 4
1967, taiga, minecraft:old_growth_spruce_taiga, AMBIENT, minecraft:bat, 10, 8, 8
1968, taiga, minecraft:old_growth_spruce_taiga, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1969, private, terralith:orchid_swamp, MONSTER, minecraft:spider, 80, 4, 4
1970, private, terralith:orchid_swamp, MONSTER, minecraft:zombie, 80, 4, 4
1971, private, terralith:orchid_swamp, MONSTER, minecraft:zombie_villager, 5, 1, 1
1972, private, terralith:orchid_swamp, MONSTER, minecraft:skeleton, 80, 4, 4
1973, private, terralith:orchid_swamp, MONSTER, minecraft:slime, 80, 4, 4
1974, private, terralith:orchid_swamp, MONSTER, minecraft:witch, 5, 1, 1
1975, private, terralith:orchid_swamp, MONSTER, minecraft:slime, 5, 1, 1
1976, private, terralith:orchid_swamp, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
1977, private, terralith:orchid_swamp, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
1978, private, terralith:orchid_swamp, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
1979, private, terralith:orchid_swamp, MONSTER, endermanoverhaul:flower_fields_enderman, 5, 1, 2
1980, private, terralith:orchid_swamp, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
1981, private, terralith:orchid_swamp, MONSTER, creeperoverhaul:swamp_creeper, 75, 2, 2
1982, private, terralith:orchid_swamp, MONSTER, endermanoverhaul:swamp_enderman, 10, 1, 4
1983, private, terralith:orchid_swamp, MONSTER, majruszsdifficulty:tank, 5, 1, 1
1984, private, terralith:orchid_swamp, CREATURE, minecraft:frog, 25, 1, 2
1985, private, terralith:orchid_swamp, CREATURE, naturalist:alligator, 15, 1, 2
1986, private, terralith:orchid_swamp, CREATURE, naturalist:butterfly, 20, 3, 5
1987, private, terralith:orchid_swamp, CREATURE, naturalist:cardinal, 8, 1, 4
1988, private, terralith:orchid_swamp, CREATURE, naturalist:dragonfly, 8, 2, 3
1989, private, terralith:orchid_swamp, CREATURE, naturalist:duck, 15, 1, 3
1990, private, terralith:orchid_swamp, CREATURE, naturalist:lizard, 15, 1, 2
1991, private, terralith:orchid_swamp, CREATURE, naturalist:snail, 5, 1, 3
1992, private, terralith:orchid_swamp, CREATURE, naturalist:snake, 5, 1, 1
1993, private, terralith:orchid_swamp, CREATURE, naturalist:tortoise, 6, 1, 3
1994, private, terralith:orchid_swamp, AMBIENT, minecraft:bat, 10, 8, 8
1995, private, terralith:orchid_swamp, AMBIENT, naturalist:firefly, 80, 2, 3
1996, private, terralith:orchid_swamp, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
1997, private, terralith:orchid_swamp, WATER_AMBIENT, naturalist:bass, 8, 4, 4
1998, private, terralith:orchid_swamp, WATER_AMBIENT, naturalist:catfish, 5, 1, 1
1999, badlands, terralith:painted_mountains, MONSTER, minecraft:spider, 80, 4, 4
2000, badlands, terralith:painted_mountains, MONSTER, minecraft:zombie, 80, 4, 4
2001, badlands, terralith:painted_mountains, MONSTER, minecraft:zombie_villager, 5, 1, 1
2002, badlands, terralith:painted_mountains, MONSTER, minecraft:skeleton, 80, 4, 4
2003, badlands, terralith:painted_mountains, MONSTER, minecraft:slime, 80, 4, 4
2004, badlands, terralith:painted_mountains, MONSTER, minecraft:witch, 5, 1, 1
2005, badlands, terralith:painted_mountains, MONSTER, creeperoverhaul:badlands_creeper, 75, 2, 2
2006, badlands, terralith:painted_mountains, MONSTER, endermanoverhaul:badlands_enderman, 10, 1, 4
2007, badlands, terralith:painted_mountains, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2008, badlands, terralith:painted_mountains, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
2009, badlands, terralith:painted_mountains, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2010, badlands, terralith:painted_mountains, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2011, badlands, terralith:painted_mountains, MONSTER, majruszsdifficulty:tank, 5, 1, 1
2012, badlands, terralith:painted_mountains, CREATURE, minecraft:goat, 5, 1, 3
2013, badlands, terralith:painted_mountains, CREATURE, naturalist:bluejay, 8, 1, 4
2014, badlands, terralith:painted_mountains, CREATURE, naturalist:canary, 8, 1, 4
2015, badlands, terralith:painted_mountains, CREATURE, naturalist:rattlesnake, 5, 1, 1
2016, badlands, terralith:painted_mountains, CREATURE, naturalist:robin, 8, 1, 4
2017, badlands, terralith:painted_mountains, CREATURE, naturalist:snail, 5, 1, 3
2018, badlands, terralith:painted_mountains, CREATURE, naturalist:vulture, 15, 2, 4
2019, badlands, terralith:painted_mountains, AMBIENT, minecraft:bat, 10, 8, 8
2020, badlands, terralith:painted_mountains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2021, plains, minecraft:plains, MONSTER, minecraft:spider, 80, 4, 4
2022, plains, minecraft:plains, MONSTER, minecraft:zombie, 80, 4, 4
2023, plains, minecraft:plains, MONSTER, minecraft:zombie_villager, 5, 1, 1
2024, plains, minecraft:plains, MONSTER, minecraft:skeleton, 80, 4, 4
2025, plains, minecraft:plains, MONSTER, minecraft:creeper, 80, 4, 4
2026, plains, minecraft:plains, MONSTER, minecraft:slime, 80, 4, 4
2027, plains, minecraft:plains, MONSTER, minecraft:enderman, 10, 1, 4
2028, plains, minecraft:plains, MONSTER, minecraft:witch, 5, 1, 1
2029, plains, minecraft:plains, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2030, plains, minecraft:plains, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2031, plains, minecraft:plains, MONSTER, majruszsdifficulty:tank, 5, 1, 1
2032, plains, minecraft:plains, CREATURE, minecraft:sheep, 12, 4, 4
2033, plains, minecraft:plains, CREATURE, minecraft:pig, 10, 4, 4
2034, plains, minecraft:plains, CREATURE, minecraft:chicken, 10, 4, 4
2035, plains, minecraft:plains, CREATURE, minecraft:cow, 8, 4, 4
2036, plains, minecraft:plains, CREATURE, minecraft:horse, 5, 1, 3
2037, plains, minecraft:plains, CREATURE, minecraft:donkey, 5, 1, 3
2038, plains, minecraft:plains, CREATURE, naturalist:butterfly, 20, 3, 5
2039, plains, minecraft:plains, CREATURE, naturalist:robin, 8, 1, 4
2040, plains, minecraft:plains, CREATURE, naturalist:snail, 5, 1, 3
2041, plains, minecraft:plains, CREATURE, naturalist:snake, 5, 1, 1
2042, plains, minecraft:plains, CREATURE, naturalist:sparrow, 8, 1, 4
2043, plains, minecraft:plains, AMBIENT, minecraft:bat, 10, 8, 8
2044, plains, minecraft:plains, AMBIENT, naturalist:firefly, 80, 2, 3
2045, plains, minecraft:plains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2046, private, terralith:red_oasis, MONSTER, minecraft:spider, 80, 4, 4
2047, private, terralith:red_oasis, MONSTER, minecraft:zombie, 19, 4, 4
2048, private, terralith:red_oasis, MONSTER, minecraft:zombie_villager, 5, 1, 1
2049, private, terralith:red_oasis, MONSTER, minecraft:skeleton, 80, 4, 4
2050, private, terralith:red_oasis, MONSTER, minecraft:creeper, 80, 4, 4
2051, private, terralith:red_oasis, MONSTER, minecraft:slime, 80, 4, 4
2052, private, terralith:red_oasis, MONSTER, minecraft:enderman, 10, 1, 4
2053, private, terralith:red_oasis, MONSTER, minecraft:witch, 5, 1, 1
2054, private, terralith:red_oasis, MONSTER, minecraft:husk, 80, 4, 4
2055, private, terralith:red_oasis, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2056, private, terralith:red_oasis, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2057, private, terralith:red_oasis, MONSTER, majruszsdifficulty:tank, 5, 1, 1
2058, private, terralith:red_oasis, CREATURE, minecraft:rabbit, 5, 2, 3
2059, private, terralith:red_oasis, AMBIENT, minecraft:bat, 10, 8, 8
2060, private, terralith:red_oasis, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2061, river, minecraft:river, MONSTER, minecraft:spider, 80, 4, 4
2062, river, minecraft:river, MONSTER, minecraft:zombie, 80, 4, 4
2063, river, minecraft:river, MONSTER, minecraft:zombie_villager, 5, 1, 1
2064, river, minecraft:river, MONSTER, minecraft:skeleton, 80, 4, 4
2065, river, minecraft:river, MONSTER, minecraft:creeper, 80, 4, 4
2066, river, minecraft:river, MONSTER, minecraft:slime, 80, 4, 4
2067, river, minecraft:river, MONSTER, minecraft:enderman, 10, 1, 4
2068, river, minecraft:river, MONSTER, minecraft:witch, 5, 1, 1
2069, river, minecraft:river, MONSTER, minecraft:drowned, 80, 1, 1
2070, river, minecraft:river, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2071, river, minecraft:river, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2072, river, minecraft:river, MONSTER, majruszsdifficulty:tank, 5, 1, 1
2073, river, minecraft:river, CREATURE, naturalist:coral_snake, 5, 1, 1
2074, river, minecraft:river, CREATURE, naturalist:duck, 15, 1, 3
2075, river, minecraft:river, CREATURE, naturalist:snail, 5, 1, 3
2076, river, minecraft:river, AMBIENT, minecraft:bat, 10, 8, 8
2077, river, minecraft:river, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2078, river, minecraft:river, WATER_CREATURE, minecraft:squid, 5, 1, 4
2079, river, minecraft:river, WATER_AMBIENT, minecraft:salmon, 5, 1, 5
2080, river, minecraft:river, WATER_AMBIENT, naturalist:bass, 8, 4, 4
2081, jungle, terralith:rocky_jungle, MONSTER, minecraft:spider, 80, 4, 4
2082, jungle, terralith:rocky_jungle, MONSTER, minecraft:zombie, 80, 4, 4
2083, jungle, terralith:rocky_jungle, MONSTER, minecraft:zombie_villager, 5, 1, 1
2084, jungle, terralith:rocky_jungle, MONSTER, minecraft:skeleton, 80, 4, 4
2085, jungle, terralith:rocky_jungle, MONSTER, minecraft:slime, 80, 4, 4
2086, jungle, terralith:rocky_jungle, MONSTER, minecraft:enderman, 10, 1, 4
2087, jungle, terralith:rocky_jungle, MONSTER, minecraft:witch, 5, 1, 1
2088, jungle, terralith:rocky_jungle, MONSTER, minecraft:ocelot, 5, 1, 3
2089, jungle, terralith:rocky_jungle, MONSTER, creeperoverhaul:bamboo_creeper, 75, 2, 2
2090, jungle, terralith:rocky_jungle, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2091, jungle, terralith:rocky_jungle, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2092, jungle, terralith:rocky_jungle, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2093, jungle, terralith:rocky_jungle, MONSTER, creeperoverhaul:jungle_creeper, 75, 2, 2
2094, jungle, terralith:rocky_jungle, MONSTER, majruszsdifficulty:tank, 5, 1, 1
2095, jungle, terralith:rocky_jungle, CREATURE, minecraft:sheep, 12, 4, 4
2096, jungle, terralith:rocky_jungle, CREATURE, minecraft:pig, 10, 4, 4
2097, jungle, terralith:rocky_jungle, CREATURE, minecraft:chicken, 10, 4, 4
2098, jungle, terralith:rocky_jungle, CREATURE, minecraft:cow, 8, 4, 4
2099, jungle, terralith:rocky_jungle, CREATURE, minecraft:chicken, 10, 2, 2
2100, jungle, terralith:rocky_jungle, CREATURE, minecraft:parrot, 40, 1, 2
2101, jungle, terralith:rocky_jungle, CREATURE, minecraft:panda, 5, 1, 2
2102, jungle, terralith:rocky_jungle, CREATURE, minecraft:wolf, 8, 4, 4
2103, jungle, terralith:rocky_jungle, CREATURE, naturalist:coral_snake, 5, 1, 1
2104, jungle, terralith:rocky_jungle, CREATURE, naturalist:hippo, 15, 3, 4
2105, jungle, terralith:rocky_jungle, CREATURE, naturalist:lizard, 15, 1, 2
2106, jungle, terralith:rocky_jungle, CREATURE, naturalist:tortoise, 6, 1, 3
2107, jungle, terralith:rocky_jungle, AMBIENT, minecraft:bat, 10, 8, 8
2108, jungle, terralith:rocky_jungle, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2109, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:spider, 80, 4, 4
2110, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:zombie, 80, 4, 4
2111, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:zombie_villager, 5, 1, 1
2112, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:skeleton, 80, 4, 4
2113, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:slime, 80, 4, 4
2114, extreme_hills, terralith:rocky_mountains, MONSTER, minecraft:witch, 5, 1, 1
2115, extreme_hills, terralith:rocky_mountains, MONSTER, creeperoverhaul:cave_creeper, 75, 2, 2
2116, extreme_hills, terralith:rocky_mountains, MONSTER, endermanoverhaul:cave_enderman, 5, 1, 2
2117, extreme_hills, terralith:rocky_mountains, MONSTER, majruszsdifficulty:cursed_armor, 30, 1, 3
2118, extreme_hills, terralith:rocky_mountains, MONSTER, creeperoverhaul:hills_creeper, 75, 2, 2
2119, extreme_hills, terralith:rocky_mountains, MONSTER, majruszsdifficulty:illusioner, 8, 1, 1
2120, extreme_hills, terralith:rocky_mountains, MONSTER, endermanoverhaul:snowy_enderman, 10, 1, 4
2121, extreme_hills, terralith:rocky_mountains, MONSTER, majruszsdifficulty:tank, 5, 1, 1
2122, extreme_hills, terralith:rocky_mountains, CREATURE, naturalist:bluejay, 8, 1, 4
2123, extreme_hills, terralith:rocky_mountains, CREATURE, naturalist:canary, 8, 1, 4
2124, extreme_hills, terralith:rocky_mountains, CREATURE, naturalist:robin, 8, 1, 4
2125, extreme_hills, terralith:rocky_mountains, CREATURE, naturalist:snail, 5, 1, 3
2126, extreme_hills, terralith:rocky_mountains, AMBIENT, minecraft:bat, 10, 8, 8
2127, extreme_hills, terralith:rocky_mountains, UNDERGROUND_WATER_CREATURE, minecraft:glow_squid, 10, 4, 6
2128, private, terralith:rocky_shrubland, MONSTER, minecraft:spider, 80, 4, 4
2129, private, terralith:rocky_shrubland, MONSTER, minecraft:zombie, 80, 4, 4
2130, private, terralith:rocky_shrubland, MONSTER, minecraft:zombie_villager, 5, 1, 1
2131, private, terralith:rocky_shrubland, MONSTER, minecraft:skeleton, 80, 4, 4
2132, private, terralith:rocky_shrubland, MONSTER, minecraft:slime, 80, 4, 4
